Processes: 742 total, 3 running, 739 sleeping, 3274 threads 
2025/11/07 10:47:23
Load Avg: 1.92, 1.87, 1.78 
CPU usage: 4.86% user, 10.61% sys, 84.51% idle 
SharedLibs: 856M resident, 184M data, 131M linkedit.
MemRegions: 350801 total, 8305M resident, 423M private, 3747M shared.
PhysMem: 23G used (2124M wired, 3841M compressor), 153M unused.
VM: 314T vsize, 5702M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 5486966/4297M in, 1807296/1837M out.
Disks: 1126483/22G read, 732951/34G written.

PID    COMMAND          %CPU TIME     #TH    #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS  COW   MSGSENT  MSGRECV  SYSBSD   SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES JETPRI USER                  #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
786    CVMServer        0.0  00:00.03 2      1    32     1936K 0B    976K  786   1     sleeping *0[1]        0.00000 0.00000    0   826     115   78       40       435      202       123       7       0       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
785    searchpartyusera 0.0  00:11.08 7      5    233    13M   128K  5248K 785   1     sleeping *2[4364]     0.00000 0.00000    501 14078   323   25068    40316    596357   117256    103394    1069    2393    0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
784    SafariNotificati 0.0  00:00.37 2      1    48     7761K 0B    6032K 784   1     sleeping *0[1]        0.00000 0.00000    501 7286    343   266      131      7724     1915      3144      184     0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
782    com.apple.WebPri 0.0  00:00.03 2      1    49     5937K 0B    5440K 782   1     sleeping *0[2]        0.00000 0.00000    501 1749    145   215      109      3464     633       335       12      1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
781    avconferenced    0.0  00:00.81 4      1    196    9056K 0B    4768K 781   1     sleeping *0[1]        0.00000 0.00000    501 6544    248   11915    4570     33788    26054     18165     288     41      0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
780    IMDPersistenceAg 0.0  00:02.60 3      2    147    13M   0B    6928K 780   1     sleeping *0[42]       0.00000 0.00000    501 6529    278   6169     1819     75251    40247     14842     164     37      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
779    mediaremoteagent 0.0  00:00.03 2      1    34     2144K 0B    1040K 779   1     sleeping *0[106]      0.00000 0.00000    501 971     127   104      150      2650     363       677       2       3       0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
778    storekitagent    0.0  00:00.74 3      1    102    9536K 0B    2032K 778   1     sleeping *0[12]       0.00000 0.00000    501 6678    231   1343     978      30327    3789      6475      211     189     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
777    imagent          0.0  00:05.53 4      3    217    14M   0B    6496K 777   1     sleeping *0[1]        0.00000 0.00000    501 12176   426   22116    10338    172240   76775     57394     816     1317    0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
776    com.apple.FaceTi 0.0  00:00.07 2      1    47     5072K 0B    4608K 776   1     sleeping *0[16]       0.00000 0.00000    501 1382    149   194      102      1202     666       522       7       2       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
775    ImageIOXPCServic 0.0  00:00.81 2      1    26     2865K 0B    1056K 775   1     sleeping *0[1423]     0.00000 0.00000    501 74466   126   4610     3187     26103    9584      4716      2661    7       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
774    com.apple.Safari 0.0  00:01.11 2      1    62     9697K 0B    5792K 774   1     sleeping *0[569]      0.00000 0.00000    501 8651    202   3854     2656     77498    20638     23627     122     159     0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
771    amsengagementd   0.0  00:03.91 3      1    145    13M   0B    7520K 771   1     sleeping *0[39]       0.00000 0.00000    501 13256   297   6115     2708     106640   25888     31310     859     2048    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
770    commerce         0.0  00:00.12 2      1    64     5584K 0B    5152K 770   1     sleeping *0[13]       0.00000 0.00000    501 2299    186   378      153      3428     963       1409      31      4       0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
769    amsaccountsd     0.0  00:02.39 3      1    116    9760K 0B    3312K 769   1     sleeping *0[60]       0.00000 0.00000    501 10508   250   4713     2236     75423    14997     28245     227     2086    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
766    itunescloudd     0.0  00:00.92 2      1    114    8240K 0B    2896K 766   1     sleeping *0[96]       0.00000 0.00000    501 6253    238   5558     2003     47835    12878     16643     160     1031    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
765    parsecd          0.0  00:00.98 2      1    89     8336K 0B    2320K 765   1     sleeping *0[463]      0.00000 0.00000    501 4882    282   991      1105     30428    2968      10410     520     1232    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
764    contentlinkingd  0.0  00:00.82 2      1    75     4400K 0B    1248K 764   1     sleeping *1[10]       0.00000 0.00000    501 2576    169   4709     3574     38147    13945     8793      5       49      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
762    adid             0.0  00:01.08 2      1    38     2720K 0B    944K  762   1     sleeping *0[686]      0.00000 0.00000    265 24994   161   6766     5269     57852    24994     6254      126     1       0.0   0      0      0      _fpsd                 N/A    N/A   N/A   N/A   N/A   N/A  
761    WiFiCloudAssetsX 0.0  00:00.01 2      1    29     2768K 0B    2400K 761   1     sleeping *0[1]        0.00000 0.00000    0   791     131   90       69       527      286       129       3       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
760    ContextStoreAgen 0.0  00:08.22 3      2    97     8048K 368K  1744K 760   1     sleeping *0[1187]     0.00000 0.00000    501 15281   221   7053     4680     192652   28194     59786     49      231     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
759    ManagedSettingsA 0.0  00:00.04 2      1    40     3072K 0B    2672K 759   1     sleeping *0[7]        0.00000 0.00000    501 1255    138   132      58       718      311       256       41      0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
758    assistant_cdmd   0.0  00:00.22 2      1    61     7616K 0B    7136K 758   1     sleeping *0[5]        0.00000 0.00000    501 2384    216   393      208      3352     863       1747      215     0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
757    sirittsd         0.0  00:00.58 2      1    69     37M   0B    36M   757   1     sleeping *0[7]        0.00000 0.00000    501 7917    221   297      150      8669     731       4502      3219    0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
756    nearbyd          0.0  00:46.72 10     8    115    5472K 0B    1680K 756   1     sleeping *3[1]        0.00000 0.00000    268 2585    169   29000    109083   1787120  203694    335659    309     5491    0.0   0      0      40     _nearbyd              N/A    N/A   N/A   N/A   N/A   N/A  
755    milod            0.0  00:00.25 2      1    120    6064K 0B    2496K 755   1     sleeping *1[7]        0.00000 0.00000    501 2509    200   1812     1589     8447     4801      3246      129     14      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
754    duetexpertd      0.0  00:52.55 4      3    361    13M   304K  4768K 754   1     sleeping *0[269]      0.00000 0.00000    501 36547   356   16270    124356   1094778  437242    210523    2738    275     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
753    swcd             0.0  00:01.83 2      1    65     5344K 0B    2976K 753   1     sleeping *0[385]      0.00000 0.00000    501 7640    160   983      773      57430    2992      8233      427     639     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
752    networkservicepr 0.0  00:09.45 3      1    133    12M   0B    4896K 752   1     sleeping *0[464]      0.00000 0.00000    501 14903   264   15765    8528     206244   38007     37756     192     1302    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
751    MTLAssetUpgrader 0.0  00:00.11 2      1    53     3472K 0B    3056K 751   1     sleeping  0[0]        0.00000 0.00000    501 2067    154   186      101      2918     493       625       20      2       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
750    assistantd       0.0  00:04.01 4      1    691    22M   0B    11M   750   1     sleeping *0[1320]     0.00000 0.00000    501 18610   668   15489    9057     141917   41899     44001     1972    1347    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
749    PlugInLibrarySer 0.0  00:00.01 2      1    25     2112K 0B    1824K 749   1     sleeping *0[5]        0.00000 0.00000    501 662     116   103      41       454      251       62        2       0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
748    ScopedBookmarkAg 0.0  00:00.18 2      1    54     4704K 0B    1808K 748   1     sleeping *0[65]       0.00000 0.00000    501 2543    148   1034     1402     11478    3348      2020      9       3       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
746    ReportCrash      0.0  00:15.04 5      1    91     8865K 0B    5232K 746   1     sleeping *0[1]        0.00000 0.00000    501 246906  2937  175656   85007    135979   163939    20949     20669   7       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
745    photolibraryd    0.0  00:02.03 2      1    277    16M   0B    13M   745   1     sleeping *0[73]       0.00000 0.00000    501 7447    268   4212     1508     63373    16946     13828     852     77      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
744    appleaccountd    0.0  00:00.75 2      1    127    7745K 0B    4224K 744   1     sleeping *0[38]       0.00000 0.00000    501 4150    230   6963     4362     57791    16874     15340     212     971     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
743    deleted_helper   0.0  00:00.21 2      1    33     2288K 0B    736K  743   1     sleeping *0[10]       0.00000 0.00000    0   1432    118   816      453      1785     964       3735      2       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
742    siriknowledged   0.0  00:04.54 2      1    156    12M   0B    4000K 742   1     sleeping *0[42]       0.00000 0.00000    501 12396   324   7109     2170     133231   16072     21558     158     111     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
741    MENotificationAg 0.0  00:00.05 2      1    40     5744K 0B    5344K 741   1     sleeping *0[1]        0.00000 0.00000    501 2440    142   152      66       720      399       499       4       1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
735    devicecheckd     0.0  00:00.36 2      1    103    4816K 0B    4016K 735   1     sleeping *0[131]      0.00000 0.00000    501 2827    166   2031     730      15818    4619      3312      29      18      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
732    localspeechrecog 0.0  00:00.04 2      1    36     4864K 0B    4448K 732   1     sleeping *0[1]        0.00000 0.00000    501 1510    170   177      106      1392     457       628       107     1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
731    kernelmanager_he 0.0  00:01.06 2      1    53     12M   0B    11M   731   1     sleeping *0[2]        0.00000 0.00000    0   7520    158   330      393      24522    1120      7349      110     9       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
730    deviceinterfaced 0.0  00:00.02 2      1    63     2352K 0B    2064K 730   1     sleeping *0[1]        0.00000 0.00000    0   822     126   222      138      658      429       341       42      1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
729    PlugInLibrarySer 0.0  00:00.01 3      2    23     2048K 0B    1760K 729   1     sleeping *0[1]        0.00000 0.00000    0   626     113   69       31       360      186       201       2       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
728    ChatGPTHelper    0.0  00:13.01 10     3    205    57M   128K  37M   728   1     sleeping *0[1]        0.00000 0.00000    501 42072   448   27804    10186    203892   69654     76808     1367    6672    0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
727    Spotlight        0.0  00:03.94 4      1    294    32M   0B    9344K 727   1     sleeping *0[736]      0.00000 0.00000    501 12347   480   15866    4362     60498    40142     23985     865     231     0.0   0      0      100    awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
725    ecosystemanalyti 0.0  00:00.34 2      1    44     4320K 0B    3936K 725   1     sleeping  0[0]        0.00000 0.00000    0   1897    150   247      110      10998    750       1516      40      1       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
724    WiFiAgent        0.0  00:10.15 4      1    223    9585K 0B    3760K 724   1     sleeping *0[1388]     0.00000 0.00000    501 16037   278   124563   50992    123583   155613    67110     51      152     0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
723    oahd             0.0  00:00.01 2      1    34     1952K 0B    1680K 723   1     sleeping *0[1]        0.00000 0.00000    441 691     118   152      68       1329     370       217       1       0       0.0   0      0      40     _oahd                 N/A    N/A   N/A   N/A   N/A   N/A  
722    com.apple.CloudD 0.0  00:00.15 2      1    68     5088K 0B    3296K 722   1     sleeping *0[1]        0.00000 0.00000    501 2227    171   1017     542      7126     2083      2105      20      47      0.0   0      0      90     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
721    CarbonComponentS 0.0  00:00.83 3      1    53     8657K 0B    7892K 721   1     sleeping *0[1]        0.00000 0.00000    501 11957   127   4398     2213     7783     3025      4538      4465    1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
720    awdd             0.0  00:00.04 2      1    58     2944K 0B    2464K 720   1     sleeping *0[28]       0.00000 0.00000    0   1098    130   296      225      2965     881       662       50      4       0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
719    replayd          0.0  00:01.56 4      3    103    9121K 0B    4496K 719   1     sleeping *0[59]       0.00000 0.00000    501 6997    224   1838     978      47244    3076      20654     1358    3097    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
718    mobiletimerd     0.0  00:00.85 2      1    58     3776K 0B    2656K 718   1     sleeping *0[1]        0.00000 0.00000    501 6635    143   2840     148      31228    11018     16393     50      1162    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
717    intelligentrouti 0.0  00:00.43 2      1    94     5840K 128K  2384K 717   1     sleeping *0[153]      0.00000 0.00000    501 2689    196   2467     851      12176    6148      8587      119     12      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
716    AudioComponentRe 0.0  00:00.11 2      1    95     3920K 0B    928K  716   1     sleeping *0[136]      0.00000 0.00000    501 2774    141   770      462      3610     1797      936       5       2       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
715    CallHistoryPlugi 0.0  00:00.46 2      1    104    6832K 0B    2384K 715   1     sleeping *0[27]       0.00000 0.00000    501 2594    189   1258     227      11519    3058      3186      18      19      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
714    MTLCompilerServi 0.0  00:00.16 2      1    36     12M   0B    12M   714   1     sleeping *0[9]        0.00000 0.00000    501 3243    150   410      235      1164     530       1280      835     1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
713    MTLCompilerServi 0.0  00:00.24 2      1    36     13M   0B    12M   713   1     sleeping *0[25]       0.00000 0.00000    501 3601    150   545      310      1609     625       1317      1251    1       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
712    contactsd        0.0  00:22.77 2      1    565    12M   1664K 2304K 712   1     sleeping *0[418]      0.00000 0.00000    501 24349   241   67590    61669    1236623  244487    176049    43      150     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
711    ContainerMetadat 0.0  00:00.50 2      1    58     4576K 0B    4128K 711   1     sleeping *0[8]        0.00000 0.00000    501 7712    164   1735     889      11784    2017      2287      2       2       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
710    online-auth-agen 0.0  00:00.05 2      1    48     3904K 0B    1824K 710   1     sleeping *1[1]        0.00000 0.00000    0   996     128   560      355      1665     1198      783       15      2       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
709    CommCenter       0.0  00:00.53 5      1    149    6704K 0B    2768K 709   1     sleeping *0[1]        0.00000 0.00000    501 4848    205   1670     1394     21970    5963      7994      821     169     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
708    pbs              0.0  00:00.11 2      1    44     3088K 0B    1664K 708   1     sleeping *0[24]       0.00000 0.00000    501 2760    130   351      263      5046     929       979       6       2       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
707    iCloudNotificati 0.0  00:00.91 4      1    115    9328K 0B    5520K 707   1     sleeping *0[80]       0.00000 0.00000    501 4987    253   6815     3780     39638    11091     12720     294     1132    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
706    systemsoundserve 0.0  00:00.41 5      1    169    5056K 848K  2192K 706   1     sleeping *0[1]        0.00000 0.00000    0   5857    163   4538     3442     22193    14121     10501     18      399     0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
705    cloudd           0.0  00:00.48 4      1    124    7392K 0B    4832K 705   1     sleeping *0[56]       0.00000 0.00000    0   4075    233   1029     826      23098    2894      6730      4       951     0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
704    WorldClockWidget 0.0  00:00.17 12     11/2 93     14M   0B    13M   704   1     sleeping *0[1]        0.00000 0.00000    501 4925    507   361      139      3315     882       905       236     0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
703    com.apple.dock.e 0.0  00:01.29 3      1    199    16M   256K  13M   703   1     sleeping *0[349]      0.00000 0.00000    501 17405   518   8181     3059     28610    22721     11057     1890    361     0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
702    useractivityd    0.0  00:04.58 2      1    110    4672K 0B    816K  702   1     sleeping *0[2294]     0.00000 0.00000    501 5673    152   11423    7952     117115   37010     38616     66      836     0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
701    PlugInLibrarySer 0.0  00:00.00 2      1    26     2032K 0B    1744K 701   1     sleeping *0[2]        0.00000 0.00000    501 637     116   99       37       415      239       43        2       0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
699    linkd            0.0  00:02.23 2      1    105    9585K 0B    5952K 699   1     sleeping *0[4]        0.00000 0.00000    501 8868    238   1905     1904     59777    6659      7534      214     11      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
698    APFSUserAgent    0.0  00:00.03 2      1    61     2672K 0B    2352K 698   1     sleeping *0[1]        0.00000 0.00000    501 1080    127   516      278      689      796       449       3       0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
697    routined         0.0  00:07.36 2      1    232    15M   1280K 10M   697   1     sleeping *0[99]       0.00000 0.00000    501 31857   307   7658     4546     158005   70332     26213     503     163     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
695    WallpaperImageEx 0.0  00:00.52 2      1    66     32M   0B    30M   695   1     sleeping *0[1]        0.00000 0.00000    501 6729    193   425      182      2029     1277      4110      25      1       0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
694    extensionkitserv 0.0  00:00.01 2      1    37     3120K 0B    2800K 694   1     sleeping *0[1]        0.00000 0.00000    501 1121    147   140      50       806      323       156       2       0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
693    com.apple.ColorS 0.0  00:00.00 2      1    26     1744K 0B    768K  693   1     sleeping *0[3]        0.00000 0.00000    501 679     115   102      39       440      235       46        2       0       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
692    wallpaperexportd 0.0  00:00.01 2      1    24     2240K 0B    1984K 692   1     sleeping *0[1]        0.00000 0.00000    0   718     143   71       29       368      185       147       7       0       0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
691    idleassetsd      0.0  00:02.34 3      2    64     8112K 0B    1488K 691   1     sleeping *0[1]        0.00000 0.00000    0   5870    184   6776     1527     116107   48833     47189     30      3239    0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
690    bird             0.0  00:04.09 2      1    163    11M   0B    8672K 690   1     sleeping *0[1179]     0.00000 0.00000    501 8862    217   70474    35075    137376   51279     24593     414     97      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
689    wifip2pd         0.0  00:05.59 2      1    63     5104K 0B    1408K 689   1     sleeping *0[1975]     0.00000 0.00000    0   6174    166   13671    79902    172092   151628    72492     257     60      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
688    gamepolicyd      0.0  00:09.02 3      2    60     4976K 0B    1056K 688   1     sleeping *0[4569]     0.00000 0.00000    0   11097   156   26072    23665    351388   53386     112237    41      4002    0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
687    ViewBridgeAuxili 0.0  00:01.27 2      1    213    5537K 0B    1984K 687   1     sleeping *0[5226]     0.00000 0.00000    501 5756    158   23877    12156    36160    56964     18773     4       16      0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
686    AMPDeviceDiscove 0.0  00:04.86 4      2    248    4400K 0B    1824K 686   1     sleeping *0[1]        0.00000 0.00000    501 3153    175   4921     1464     62770    12017     15780     153     10      0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
685    automountd       0.0  00:00.02 4      1    27     2672K 0B    1296K 685   1     sleeping *0[1]        0.00000 0.00000    0   1377    221   169      138      2658     519       762       10      49      0.0   0      0      40     root                  N/A    N/A   N/A   N/A   N/A   N/A  
684    AppSSODaemon     0.0  00:00.51 3      1    138    6753K 0B    3120K 684   1     sleeping *0[575]      0.00000 0.00000    0   9131    201   18779    7416     18966    31805     11689     9       73      0.0   0      0      0      root                  N/A    N/A   N/A   N/A   N/A   N/A  
683    iconservicesagen 0.0  00:00.86 4      3    114    13M   48K   2672K 683   1     sleeping *0[31]       0.00000 0.00000    501 7831    201   1775     1158     38026    2845      20203     373     3225    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
682    WallpaperAgent   0.0  00:00.82 3      1    193    15M   0B    6064K 682   1     sleeping *0[417]      0.00000 0.00000    501 4977    268   8420     3035     24529    22956     14792     255     56      0.0   0      0      80     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
681    QuickLookUIServi 0.0  00:00.37 3      1    160    6384K 0B    2768K 681   1     sleeping  0[838]      0.00000 0.00000    501 3374    200   5719     1949     15317    16582     7606      18      93      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
680    com.apple.quickl 0.0  00:01.12 3      1    111    9649K 0B    2528K 680   1     sleeping *459[1]      0.00000 0.00000    501 10843   220   4471     2608     42448    11459     11250     457     27      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
679    suggestd         0.0  00:07.20 2      1    469    20M   512K  8240K 679   1     sleeping *0[334]      0.00000 0.00000    501 24706   433   14842    6491     159267   41322     46046     2329    239     0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
678    sociallayerd     0.0  00:00.24 2      1    82     5088K 0B    2768K 678   1     sleeping *0[48]       0.00000 0.00000    501 3017    179   1225     1105     15419    2835      4205      10      39      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
677    siriactionsd     0.0  00:00.76 2      1    137    11M   0B    8416K 677   1     sleeping *0[90]       0.00000 0.00000    501 6456    305   2931     1889     34616    8550      10931     664     87      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
676    fontworker       0.0  00:00.90 2      1    42     4944K 0B    4560K 676   1     sleeping *0[1]        0.00000 0.00000    501 2519    141   219      145      46515    667       5636      36      1       0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
675    AppSSOAgent      0.0  00:00.34 3      1    182    12M   0B    4576K 675   1     sleeping *0[347]      0.00000 0.00000    501 5797    243   4923     1788     12342    13718     6452      86      27      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
672    UIKitSystem      0.0  00:01.93 2      1    97     11M   0B    5968K 672   1     sleeping *0[1142]     0.00000 0.00000    501 7001    304   8717     7590     87537    19206     26799     272     1282    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
671    Finder           0.0  00:27.66 7      4    643    96M   0B    34M   671   1     sleeping *1[12]       0.00000 0.00000    501 259514  708   341154   134775   359209   1017972   239188    2809    3740    0.0   0      0      100    awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
670    SystemUIServer   0.0  00:00.42 3      1    185    11M   0B    4496K 670   1     sleeping *0[404]      0.00000 0.00000    501 5716    246   8713     3628     14986    18270     8233      949     26      0.0   0      0      80     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
669    akd              0.0  00:02.10 3      1    157    9201K 0B    4864K 669   1     sleeping *0[1379]     0.00000 0.00000    501 8221    231   12347    7101     98452    35152     31106     281     1167    0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
668    fontd            0.0  00:01.81 2      1    112    10M   0B    3072K 668   1     sleeping *0[4969]     0.00000 0.00000    501 4407    142   7891     7604     87803    38732     15187     23      17      0.0   0      0      40     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
667    ControlCenter    0.0  00:30.35 8      3    563    43M   144K  13M   667   1     sleeping *0[2091]     0.00000 0.00000    501 25002   666   358772   123499   342434   826235    296832    1287    18833   0.0   0      0      80     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
666    ScreenTimeAgent  0.0  00:00.32 2      1    134    6816K 0B    4608K 666   1     sleeping *0[32]       0.00000 0.00000    501 3451    216   1811     1300     16764    4800      5710      222     84      0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
665    dmd              0.0  00:00.21 2      1    91     5456K 0B    2240K 665   1     sleeping *0[84]       0.00000 0.00000    501 2096    162   638      549      7444     3099      2552      101     9       0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
664    Dock             0.0  00:22.38 4      2    461    74M   1216K 49M   664   1     sleeping *1[1637]     0.00000 0.00000    501 141727  332   465348   56204    455992   784950    240406    6612    8499    0.0   0      0      80     awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
663    v2RayTun         0.0  29:32.41 4      2    270    44M   16K   20M   663   1     sleeping *0[590]      0.00000 0.00000    501 22619   529   12195323 1581423  3395187  35539478  3874879   572     443789  0.0   0      0      100    awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
661    Microsoft Word   0.0  00:40.23 19     2    560    321M  33M   96M   661   1     sleeping  0[1234]     0.00000 0.00000    501 91772   1151  253436   84295    883337   1207669   187434    12793   7719    0.0   0      0      0      awesome_guy           N/A    N/A   N/A   N/A   N/A   N/A  
